Bill No,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Passing in Lok Sabha,Date of Passing in Rajya Sabha,Date of Assent,Act No,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
6,1993,"The Essential Commodities (Special Provisions) Amendment Bill, 1993",NA,23/02/1993,17/03/1993,23/03/1993,03/04/1993,34,Financial Bill,Passed,NA,NA,NA
7,1993,"The Gold Bonds (Immunities and Exemptions) Bill, 1993",NA,23/02/1993,19/03/1993,23/03/1993,02/04/1993,25,Financial Bill,Passed,NA,NA,NA
8,1993,"The Interest on Delayed Payments to Small Scale and Ancillary Industrial Undertakings Bill, 1993",NA,23/02/1993,18/03/1993,23/03/1993,03/04/1993,32,Financial Bill,Passed,NA,NA,NA
11,1993,"The Dentitists (Amendment) Bill, 1993",HEALTH AND FAMILY WELFARE,01/03/1993,22/03/1993,24/03/1993,03/04/1993,3,Ordinary Bill,Passed,NA,NA,NA
12,1993,"The Indian Medical Council (Amendment) Bill, 1993",HEALTH AND FAMILY WELFARE,01/03/1993,22/03/1993,24/03/1993,03/04/1993,31,Ordinary Bill,Passed,NA,NA,NA
13,1993,"The Wild Life (Protection) Amendment Bill, 1993",ENVIRONMENT AND FORESTS,01/03/1993,19/03/1993,24/03/1993,02/04/1993,26,Ordinary Bill,Passed,NA,NA,NA
14,1993,"The Oilfields (Regulation and Development) Amendment Bill, 1993",PETROLEUM AND NATURAL GAS,01/03/1993,22/03/1993,24/03/1993,30/03/1993,4,Financial Bill,Passed,NA,NA,NA
15,1993,"The Industrial Finance Corporation (Transfer of Undertaking and Repeal) Bill, 1993",NA,02/03/1993,22/03/1993,24/03/1993,02/04/1993,23,Financial Bill,Passed,NA,NA,NA
16,1993,"The Foreign Exchange Regulation (Amendment) Bill, 1993",NA,10/03/1993,23/03/1993,24/03/1993,03/04/1993,29,Ordinary Bill,Passed,NA,NA,NA
17,1993,"The Financial Bill, 1993",NA,27/02/1993,05/05/1993,10/05/1993,13/05/1993,38,Money Bill,Passed,NA,NA,NA
23,1993,"The Trade Marks Bill, 1993",NA,19/04/1993,29/05/1995,NA,NA,,Financial Bill,Passed,NA,NA,NA
23,1993,"The Trade Marks Bill, 1993",NA,19/04/1993,29/05/1995,NA,NA,,Financial Bill,Lapsed,NA,NA,NA
24,1993,"The Appropriation (Railways) Bill, 1993",RAILWAYS,31/03/1993,31/03/1993,31/03/1993,31/03/1993,21,Money Bill,Passed,NA,NA,NA
26,1993,"The Acquisition of Certain Area at Ayodhya Bill, 1993",HOME AFFAIRS,15/03/1993,24/03/1993,29/03/1993,03/04/1993,33,Financial Bill,Passed,NA,NA,NA
30,1993,"The Rajasthan Appropriation Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,14,Money Bill,Passed,NA,NA,NA
31,1993,"The Rajasthan Appropriation (Vote on Account) Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,13,Money Bill,Passed,NA,NA,NA
32,1993,"The Appropriation (Railways) No.2 Bill, 1993",RAILWAYS,31/03/1993,31/03/1993,31/03/1993,31/03/1993,22,Money Bill,Passed,NA,NA,NA
33,1993,"The Himachal Pradesh Appropriation Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,18,Financial Bill,Passed,NA,NA,NA
34,1993,"The Himachal Pradesh Appropriation (Vote on Account) Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,17,Financial Bill,Passed,NA,NA,NA
35,1993,"The Jammu and Kashmir Appropriation Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,20,Financial Bill,Passed,NA,NA,NA
36,1993,"The Madhya Pradesh Appropriation Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,16,Financial Bill,Passed,NA,NA,NA
37,1993,"The Jammu and Kashmir Appropriation (Vote on Account) Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,19,Financial Bill,Passed,NA,NA,NA
38,1993,"The Uttar Pradesh Appropriation Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,12,Financial Bill,Passed,NA,NA,NA
39,1993,"The Uttar Pradesh Appropriation (Vote on Account) Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,11,Financial Bill,Passed,NA,NA,NA
40,1993,"The Madhya Pradesh Appropriation (Vote on Account) Bill, 1993",NA,29/03/1993,29/03/1993,30/03/1993,31/03/1993,15,Financial Bill,Passed,NA,NA,NA
44,1993,"The Appropriation (Vote on Account) Bill, 1993",NA,30/03/1993,30/03/1993,30/03/1993,31/03/1993,6,Money Bill,Passed,NA,NA,NA
45,1993,"The Employment of Manual Scavengers and Construction of Dry Latrines (Prohibition) Bill, 1993`",NA,19/04/1993,13/05/1993,14/05/1993,05/06/1993,46,Financial Bill,Passed,NA,NA,NA
46,1993,"The Appropriation Bill, 1993",NA,30/03/1993,30/03/1993,30/03/1993,31/03/1993,7,Money Bill,Passed,NA,NA,NA
56,1993,"The National Commission for Safai Karamchari Bill, 1993",NA,04/05/1993,16/08/1993,23/08/1993,07/09/1993,64,Financial Bill,Passed,NA,NA,NA
57,1993,"The Appropriation (No.2) Bill, 1993",NA,04/05/1993,04/05/1993,05/05/1993,13/05/1993,39,Money Bill,Passed,NA,NA,NA
58,1993,"The Salary Allowances and Pension of Member of Parliament (Amendment) Bill, 1993",PARLIAMENTARY AFFAIRS,04/05/1993,13/05/1993,14/05/1993,09/06/1993,48,Financial Bill,Passed,NA,NA,NA
59,1993,"The Recovery of Debts due to Banks and Financial Institutions Bill, 1993",NA,13/05/1993,10/08/1993,17/08/1993,27/08/1993,51,Financial Bill,Passed,NA,NA,NA
60,1993,"The Prevention of Illicit Traffic in Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 1993",NA,27/07/1993,16/08/1993,21/08/1993,27/08/1993,53,Constitutional Amendment Bill,Passed,NA,NA,NA
62,1993,"The Extradition (Amendment) Bill, 1993",NA,29/07/1993,24/08/1993,28/08/1993,04/09/1993,66,Ordinary Bill,Passed,NA,NA,NA
63,1993,"The Parliament (Prevention of Disqualification) Amendment Bill, 1993",NA,29/07/1993,18/08/1993,21/08/1993,27/08/1993,54,Ordinary Bill,Passed,NA,NA,NA
65,1993,"The Human Rights Commissions Bill, 1993",HOME AFFAIRS,14/05/1993,NA,NA,NA,,Financial Bill,Withdrawn,NA,NA,NA
66,1993,"The Dellhi Municipal Corporation (Amendment) Bill, 1993",HOME AFFAIRS,14/05/1993,04/08/1993,19/08/1993,17/09/1993,67,Financial Bill,Passed,NA,NA,NA
68,1993,"The Cable Television Network (Regulation) Bill, 1993",NA,03/08/1993,13/12/1994,15/03/1995,25/03/1995,7,Financial Bill,Passed,NA,NA,NA
71,1993,"The Conservation of Foreign Exchange and Prevention of Smuggling Activities (Amendment) Bill, 1993",NA,30/07/1993,12/08/1993,18/08/1993,27/08/1993,52,Ordinary Bill,Passed,NA,NA,NA
72,1993,"The Oil and Natural Gas Commission (Transfer of Understanding and Repeal) Bill, 1993",PETROLEUM AND NATURAL GAS,30/07/1993,23/08/1993,27/08/1993,04/09/1993,65,Financial Bill,Passed,NA,NA,NA
73,1993,"The Constitution (Eightieth Amendment) Bill, 1993 (Insertion of new articles 24A and 191 A and amendment of article 329 and Ninth Schedule) as reported by Joint Committee.",HOME AFFAIRS,29/07/1993,NA,NA,NA,,Ordinary Bill,NA,NA,NA,NA
74,1993,"The Representation of the People (Amendment) Bill, 1993",NA,29/07/1993,NA,NA,NA,,Ordinary Bill,NA,NA,NA,NA
80,1993,"The Indian Telegraph (Amendment) Bill, 1993",NA,10/08/1993,NA,NA,NA,,Ordinary Bill,Passed,NA,NA,NA
82,1993,"The Airports Authority of India Bill, 1993",CIVIL AVIATION,23/08/1993,03/08/1994,16/08/1994,12/09/1994,55,Financial Bill,Passed,NA,NA,NA
83,1993,"The Jammu and Kashmir Appropriation (No. 2) Bill, 1993",NA,17/08/1993,17/08/1993,26/08/1993,31/08/1993,55,Money Bill,Passed,NA,NA,NA
84,1993,"The Himachal Pradesh Appropriation (No. 2) Bill, 1993",NA,18/08/1993,18/08/1993,25/08/1993,31/08/1993,56,Money Bill,Passed,NA,NA,NA
87,1993,"The Rajasthan Appropriation (No.2) Bill, 1993",NA,18/08/1993,18/08/1993,25/08/1993,31/08/1993,57,Money Bill,Passed,NA,NA,NA
88,1993,"The Madhya Pradesh Appropriation (No.2) Bill, 1993",NA,18/08/1993,18/08/1993,25/08/1993,31/08/1993,58,Money Bill,Passed,NA,NA,NA
90,1993,"The Appropriation (No. 3), Bill, 1993",NA,26/08/1993,26/08/1993,27/08/1993,31/08/1993,60,Money Bill,Passed,NA,NA,NA
91,1993,"The Appropriation (No.4) Bill, 1993",NA,26/08/1993,26/08/1993,27/08/1993,31/08/1993,61,Money Bill,Passed,NA,NA,NA
94,1993,"The Appropriation (Railways) No.3 Bill, 1993",RAILWAYS,25/08/1993,25/08/1993,27/08/1993,31/08/1993,62,Money Bill,Passed,NA,NA,NA
95,1993,"The Appropriation (Railways) No. 4 Bill, 1993",RAILWAYS,25/08/1993,25/08/1993,27/08/1993,31/08/1993,63,Money Bill,Passed,NA,NA,NA
98,1993,"The State Bank of India (Amendment) Bill, 1993",NA,06/12/1993,11/12/1993,14/12/1993,04/01/1994,3,Ordinary Bill,Passed,NA,NA,NA
99,1993,"The Chief Election Commissioner and other Election Commissioners (Conditiion of Service) Amendment Bill, 1993",NA,06/12/1993,13/12/1993,20/12/1993,04/01/1994,4,Financial Bill,Passed,NA,NA,NA
104,1993,"The Presiden`s Emoluments and Pensions (Amendment) Bill, 1993",HOME AFFAIRS,06/12/1993,13/12/1993,20/12/1993,26/12/1993,71,Money Bill,Passed,NA,NA,NA
106,1993,"The Protection of Human Rights Bill, 1993",HOME AFFAIRS,09/12/1993,18/12/1993,22/12/1993,08/01/1994,10,Ordinary Bill,Passed,NA,NA,NA
118,1993,"The Specified Areas (Issue of Identity Cards to Residents) Bill, 1993",HOME AFFAIRS,17/12/1993,NA,NA,NA,,Financial Bill,NA,NA,NA,NA
119,1993,"The Banking Companies (Acquisition and Transfer of Undertakings) Amendment Bill, 1993",NA,21/12/1993,09/05/1994,11/05/1994,03/06/1994,37,Financial Bill,Passed,NA,NA,NA
120,1993,"The Appropriation (No. 5) Bill, 1993",NA,21/12/1993,21/12/1993,23/12/1993,04/01/1994,5,Money Bill,Passed,NA,NA,NA
121,1993,"The Public Sector Iran and Steel Companies (Restructuring) and Miscellaneous Provisions (Amendment) Bill, 1993",STEEL,NA,NA,NA,NA,,Financial Bill,NA,NA,NA,NA
25,1992,"The Advocates (Amendment) Bill, 1992",NA,24/02/1992,11/12/1993,07/12/1993,26/12/1993,70,Ordinary Bill,Passed,NA,NA,NA
30,1992,"The Indian Red Cross Society (Amendment) Bill, 1992",HEALTH AND FAMILY WELFARE,28/02/1992,18/03/1992,03/04/1992,04/04/1992,14,Ordinary Bill,Passed,NA,NA,NA
31,1992,"The Public Liability Insurance (Amendment) Bill, 1992",ENVIRONMENT AND FORESTS,03/03/1992,11/03/1992,18/03/1992,31/03/1992,11,Ordinary Bill,Passed,NA,NA,NA
32,1992,"The National Highways (Amendment) Bill, 1992",NA,27/02/1992,20/08/1992,26/11/1992,31/12/1992,1,Ordinary Bill,Passed,NA,NA,NA
33,1992,"The National Waterway (Kollam-Kottaarpuram Stretch of West Coast Camel and Champakara and Udyog Mandel canals) Bill, 1992",NA,28/02/1992,27/09/1992,06/08/1992,18/08/1992,25,Ordinary Bill,Passed,NA,NA,NA
34,1992,"The Destrustive Insects and Pests (Amendment and Validational) Bill, 1992",AGRICULTURE,28/02/1992,10/03/1992,18/03/1992,31/03/1992,12,Ordinary Bill,Passed,NA,NA,NA
35,1992,"The Copyright (Amendment) Bill, 1992",HUMAN RESOURCE DEVELOPMENT,28/02/1992,17/03/1992,30/03/1992,03/04/1992,13,Ordinary Bill,Passed,NA,NA,NA
36,1992,"The Governors (Emoluments, Allowances and Privileges) Amendment Bill, 1992",HOME AFFAIRS,03/03/1992,09/12/1993,13/12/1993,04/01/1994,1,Ordinary Bill,Passed,NA,NA,NA
37,1992,"The Securities and Exhcange Board of India Bill, 1992",NA,03/03/1992,30/03/1992,01/04/1992,04/04/1992,15,Ordinary Bill,Passed,NA,NA,NA
38,1992,"The Finance Bill, 1992",NA,29/02/1992,06/05/1992,11/05/1992,14/05/1992,18,Money Bill,Passed,NA,NA,NA
41,1992,"The Appropriation (Railways) Bill, 1992",RAILWAYS,17/03/1992,17/03/1992,23/03/1992,27/03/1992,3,Money Bill,Passed,NA,NA,NA
42,1992,"The Citizenship (Amendment) Bill, 1992",HOME AFFAIRS,06/03/1992,24/11/1992,30/11/1992,10/12/1992,39,Ordinary Bill,Passed,NA,NA,NA
43,1992,"The Cess and Other Taxes on Minerals (Validation) Bill, 1992",NA,10/03/1992,31/03/1992,02/04/1992,04/04/1992,16,Money Bill,Passed,NA,NA,NA
44,1992,"The Rubber (Amendment) Bill, 1992",NA,12/03/1992,10/05/1994,11/05/1994,19/05/1994,33,Money Bill,Passed,NA,NA,NA
45,1992,"The Jute Manufactures Development Council (Amendment) Bill, 1992",TEXTILES,13/03/1992,18/12/1993,22/12/1993,07/01/1994,9,Ordinary Bill,Passed,NA,NA,NA
52,1992,"The Appropriation (Railways) No.2 Bill, 1992",RAILWAYS,17/03/1992,17/03/1992,23/03/1992,27/03/1992,4,Money Bill,Passed,NA,NA,NA
58,1992,"The Manipur Appropriation Bill, 1992",NA,27/03/1992,27/03/1992,30/03/1992,31/03/1992,7,Money Bill,Passed,NA,NA,NA
59,1992,"The Manipur Appropriation (Vote on Account) Bill, 1992",NA,27/03/1992,27/03/1992,30/03/1992,31/03/1992,8,Money Bill,Passed,NA,NA,NA
60,1992,"The Jammu and Kashmir Appropriation Bill, 1992",NA,27/03/1992,27/03/1992,30/03/1992,31/03/1992,9,Money Bill,Passed,NA,NA,NA
61,1992,"The Jammu and Kashmir Appropriation (Vote on Account) Bill, 1992",NA,27/03/1992,27/03/1992,30/03/1992,31/03/1992,10,Money Bill,Passed,NA,NA,NA
62,1992,"The Appropriation Bill, 1992",NA,26/03/1992,26/03/1992,27/03/1992,30/03/1992,5,Money Bill,Passed,NA,NA,NA
63,1992,"The Appropriation (Vote on Account) Bill, 1992",NA,26/03/1992,26/03/1992,27/03/1992,30/03/1992,6,Money Bill,Passed,NA,NA,NA
69,1992,"The Foreign Trade (Development and Regulation) Bill, 1992",NA,03/04/1992,20/07/1992,30/07/1992,07/08/1992,22,Ordinary Bill,Passed,NA,NA,NA
77,1992,"The Bhopal Gas Leak Disaster (Processing of Claims) Amendment Bill, 1992",CHEMICALS AND FERTILIZERS,27/04/1992,21/07/1992,05/08/1992,12/08/1992,24,Ordinary Bill,Passed,NA,NA,NA
79,1992,"The Army (Amendment) Bill, 1992",PETROLEUM AND NATURAL GAS,28/04/1992,18/08/1992,20/08/1992,06/09/1992,37,Ordinary Bill,Passed,NA,NA,NA
87,1992,"The Appropriation (No.2) Bill, 1992",NA,29/04/1992,29/04/1992,07/05/1992,12/05/1992,17,Money Bill,Passed,NA,NA,NA
88,1992,"The National Commission for Minorities Bill, 1992",NA,04/05/1992,12/05/1992,14/05/1992,17/05/1992,19,Financial Bill,Passed,NA,NA,NA
91,1992,"The Air Corporations (Transfer of Undertakings and Repeal) Bill, 1992",CIVIL AVIATION,04/05/1992,23/02/1994,07/03/1994,21/03/1994,13,Financial Bill,Passed,NA,NA,NA
92,1992,"The Infant Milk Substitutes, Feeding Bottles and Infant Foods (Regulation of Production, Supply and Distribution) Bill, 1992",HUMAN RESOURCE DEVELOPMENT,08/05/1992,20/08/1992,02/12/1992,29/12/1992,41,Ordinary Bill,Passed,NA,NA,NA
93,1992,"The Parliament (Prevention of Disqualification) Amendment Bill, 1992",NA,11/05/1992,11/05/1992,14/05/1992,17/05/1992,20,Ordinary Bill,Passed,NA,NA,NA
95,1992,"The Copyright Cess Bill, 1992",HUMAN RESOURCE DEVELOPMENT,16/07/1992,NA,NA,NA,,Money Bill,Lapsed,NA,NA,NA
99,1992,"The Banking Companies (Acquisition and Transfer of Undertakings) Amendment Bill, 1992",NA,14/07/1992,19/08/1992,20/08/1992,01/09/1992,36,Money Bill,Passed,NA,NA,NA
100,1992,"The Inland Waterways Authority of India (Amendment) Bill, 1992",NA,14/07/1992,18/12/1993,21/12/1993,07/01/1994,8,Ordinary Bill,Passed,NA,NA,NA
102,1992,"The Jammu and Kashmir State Legislature (Delegation of Powers) Bill, 1992",HOME AFFAIRS,08/07/1992,14/07/1992,15/07/1992,16/07/1992,21,Financial Bill,Passed,NA,NA,NA
103,1992,"The Constitution (Seventy-seventh Amendment) Bill, 1992 (Amendment of article 323B)",NA,14/07/1992,25/08/1993,26/08/1993,05/02/1994,,Ordinary Bill,Passed,NA,NA,NA
105,1992,"The Copyright (Second Amendment) Bill, 1992",HUMAN RESOURCE DEVELOPMENT,16/07/1992,11/05/1994,13/05/1994,09/06/1994,38,Ordinary Bill,Passed,NA,NA,NA
106,1992,"The Capital Issues (Control) Repeal Bill, 1992",NA,14/07/1992,05/08/1992,10/08/1992,18/08/1992,26,Ordinary Bill,Passed,NA,NA,NA
120,1992,"The Appropriation (Railways) No.3 Bill, 1992",RAILWAYS,10/08/1992,10/08/1992,12/08/1992,19/08/1992,29,Money Bill,Passed,NA,NA,NA
121,1992,"The Appropriation (Railways) No.4 Bill, 1992",RAILWAYS,10/08/1992,10/08/1992,12/08/1992,19/08/1992,29,Money Bill,Passed,NA,NA,NA
127,1992,"The Jammu and Kashmir Appropriation (No.2) Bill, 1992",NA,11/08/1992,11/08/1992,18/08/1992,24/08/1992,31,Money Bill,Passed,NA,NA,NA
128,1992,"The Appropriation (No.3) Bill, 1992",NA,12/08/1992,12/08/1992,19/08/1992,24/08/1992,32,Money Bill,Passed,NA,NA,NA
129,1992,"The Foreign Exchange Conservation (Travel) Tax Abolition Bill, 1992",NA,03/08/1992,11/08/1992,17/08/1992,18/08/1992,28,Money Bill,Passed,NA,NA,NA
130,1992,"The Central Agricultural University Bill, 1992",AGRICULTURE,07/08/1992,24/11/1992,01/12/1992,26/12/1992,40,Financial Bill,Passed,NA,NA,NA
131,1992,"The Appropriation (No.4) Bill, 1992",NA,12/08/1992,12/08/1992,19/08/1992,24/08/1992,33,Money Bill,Passed,NA,NA,NA
132,1992,"The Special Court (Trial of Offences Relating to Transactions in Securities) Bill, 1992",NA,11/08/1992,12/08/1992,17/08/1992,18/08/1992,27,Ordinary Bill,Passed,NA,NA,NA
133,1992,"The National Environment Tribunal Bill, 1992",ENVIRONMENT AND FORESTS,18/08/1992,24/05/1995,30/05/1995,17/06/1995,27,Financial Bill,Passed,NA,NA,NA
136,1992,"The Cine Workers Welfare Cess (Amendment) Bill, 1992",LABOUR,24/11/1992,20/04/1993,29/04/1993,07/05/1993,37,Financial Bill,Passed,NA,NA,NA
138,1992,"The Passport (Amendment) Bill, 1992",EXTERNAL AFFAIRS,20/08/1992,01/12/1992,23/02/1993,13/04/1993,35,Ordinary Bill,Passed,NA,NA,NA
139,1992,"The National Council for Teacher Education Bill, 1992",HUMAN RESOURCE DEVELOPMENT,24/11/1992,14/05/1993,09/12/1993,29/12/1993,73,Financial Bill,Passed,NA,NA,NA
140,1992,"The Delhi Municipal Corporation (Amendment) Bill, 1992",HOME AFFAIRS,24/11/1992,NA,NA,NA,,Financial Bill,Withdrawn,NA,NA,NA
141,1992,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 1992",PARLIAMENTARY AFFAIRS,20/08/1992,23/12/1992,23/12/1992,05/01/1993,3,Financial Bill,Passed,NA,NA,NA
142,1992,"The Constitution (Seventy-eight Amendment) Bill, 1992 (Amendment of article)",HOME AFFAIRS,20/08/1992,20/08/1992,20/08/1992,31/08/1992,,Constitutional Amendment Bill,Passed,NA,NA,NA
164,1992,"The Essential Commodities (Special Provisions) Amendment Bill, 1992","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",24/11/1992,NA,NA,NA,,Financial Bill,Withdrawn,NA,NA,NA
167,1992,"The Wild Life (Protection) Amendment Bill, 1992",ENVIRONMENT AND FORESTS,27/11/1992,NA,NA,NA,,Ordinary Bill,Withdrawn,NA,NA,NA
168,1992,"The High Court and Supreme Court Judges (Conditions of Service) Amendment Bill, 1992",NA,01/12/1992,11/12/1993,21/12/1993,04/01/1994,2,Financial Bill,Passed,NA,NA,NA
169,1992,"The National Thermal Power Corporation Limited, the National Hydro-electric Power Corporation Limited and the North Eastern Electric Power Corporation Limited (Acquisition and Transfer of Power Trans",POWER,30/11/1992,16/03/1993,23/03/1993,02/04/1993,24,Ordinary Bill,Passed,NA,NA,NA
170,1992,"The Industrial Finance Corporation (Transfer Undertakings and Repeal) Bill, 1992",NA,30/11/1992,NA,NA,NA,,Financial Bill,Withdrawn,NA,NA,NA
171,1992,"The Interest on Delayed Payments to Small Scale and Ancillary Industrial Undertakings Bill, 1992",NA,30/11/1992,NA,NA,NA,,Financial Bill,Withdrawn,NA,NA,NA
176,1992,"The Representation of the People (Amendment) Bill, 1992",NA,30/11/1992,03/12/1992,03/12/1992,04/12/1992,38,Ordinary Bill,Passed,NA,NA,NA
177,1992,"The Delhi Development (Amendment) Bill, 1992",URBAN DEVELOPMENT,30/11/1992,NA,NA,NA,NA,Ordinary Bill,Lapsed,NA,NA,NA
182,1992,"The Census (Amendment) Bill, 1992",HOME AFFAIRS,18/12/1992,09/12/1993,20/12/1993,14/01/1994,11,Ordinary Bill,Passed,NA,NA,NA
184,1992,"The Appropriation (No.5) Bill, 1992",NA,22/12/1992,22/12/1992,23/12/1992,01/01/1993,2,Money Bill,Passed,NA,NA,NA
203,1992,tesdt,AGRICULTURE,20/03/2001,NA,NA,NA,,Ordinary Bill,NA,NA,NA,NA
1,1991,"Appropriation Bill, 1991",NA,01/10/1991,01/10/1991,NA,15/01/1991,3,Money Bill,Passed,NA,NA,NA
2,1991,"The Assam Appropriation Bill, 1991",NA,01/10/1991,01/10/1991,NA,15/01/1991,4,Financial Bill,Passed,NA,NA,NA
3,1991,"The Reserve Bank of India (Amendment) Bill, 1991",NA,01/04/1991,01/09/1991,NA,25/01/1991,8,Ordinary Bill,Passed,NA,NA,NA
4,1991,"The Jammu & Kashmir Appropriation Bill, 1991",NA,01/10/1991,01/10/1991,NA,15/01/1991,5,Money Bill,Passed,NA,NA,NA
5,1991,"The Infant Mil Foods, Feeding Bottles and Infants Food (Regulatin of Production, Supply and Distribution) Bill, 1991",LABOUR,01/10/1991,01/10/1991,NA,NA,,Ordinary Bill,NA,NA,NA,NA
6,1991,"The Jammu and Kashmir Criminal Law Amendment (Amending) Bill, 1991",HOME AFFAIRS,01/09/1991,01/10/1991,NA,25/01/1991,10,Ordinary Bill,Passed,NA,NA,NA
7,1991,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 1991",PARLIAMENTARY AFFAIRS,01/09/1991,01/09/1991,NA,NA,,Ordinary Bill,NA,NA,NA,NA
8,1991,"The Central Agricultural University Bill, 1991",AGRICULTURE,01/11/1991,NA,NA,NA,,Ordinary Bill,NA,NA,NA,NA
26,1991,"The Appropriation (Railways) Vote on Account Bill, 1991",RAILWAYS,03/11/1991,03/11/1991,NA,14/03/1991,12,Money Bill,Passed,NA,NA,NA
29,1991,"The Finance Bill, 1991",NA,03/04/1991,03/04/1991,NA,14/03/1991,18,Money Bill,Passed,NA,NA,NA
30,1991,"The Appropriation (Railways) Bill, 1991",RAILWAYS,03/11/1991,03/11/1991,NA,14/03/1991,13,Money Bill,Passed,NA,NA,NA
31,1991,"The Appropriation (Railways) No. 2 Bill, 1991",RAILWAYS,03/11/1991,03/11/1991,NA,14/03/1991,14,Money Bill,Passed,NA,NA,NA
35,1991,"The Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,15,Money Bill,Passed,NA,NA,NA
36,1991,"The Appropriation (No. 2) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,16,Money Bill,Passed,NA,NA,NA
37,1991,"The Punjab Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,NA,NA,14/03/1991,19,Money Bill,Passed,NA,NA,NA
38,1991,"The Punjab Appropriation Bill, 1991",NA,11/03/1991,11/03/1991,11/03/1991,14/03/1991,20,Money Bill,Passed,NA,NA,NA
39,1991,"The Assam Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,21,Money Bill,Passed,NA,NA,NA
40,1991,"The Assam Appropriation (No. 2) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,22,Money Bill,Passed,NA,NA,NA
41,1991,"The Jammu and Kashmir Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,23,Money Bill,Passed,NA,NA,NA
42,1991,"The Jammu and Kashmir Appropriation No. 2 Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,24,Money Bill,Passed,NA,NA,NA
43,1991,"The Tamil Nadu Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,25,Money Bill,Passed,NA,NA,NA
44,1991,"The Tamil Nadu Appropriation Bill, 1991",NA,03/11/1991,NA,NA,14/03/1991,26,Money Bill,Passed,NA,NA,NA
45,1991,"The Pondicherry Appropriation (Vote on Account) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,27,Money Bill,Passed,NA,NA,NA
46,1991,"The Pondicherry Appropriation Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,28,Money Bill,Passed,NA,NA,NA
47,1991,"The Appropriation (No. 3) Bill, 1991",NA,03/11/1991,03/11/1991,NA,14/03/1991,17,Money Bill,Passed,NA,NA,NA
48,1991,"The Constitution (Seventy-fifth Amendment) Bill, 1991",HOME AFFAIRS,03/11/1991,03/11/1991,NA,03/12/1991,,Ordinary Bill,Passed,NA,NA,NA
49,1991,"The Salary, Allowances and Pension of Members of Parliament (Second Amendment) Bill, 1991",PARLIAMENTARY AFFAIRS,03/12/1991,03/12/1991,NA,NA,,Money Bill,Passed,NA,NA,NA
73,1991,"The Appropriation (Railways) No. 3 Bill, 1991",RAILWAYS,25/07/1991,25/07/1991,26/07/1991,30/07/1991,29,Money Bill,Passed,NA,NA,NA
75,1991,"The Finance (No.2) Bill, 1991",NA,24/07/1991,14/09/1991,18/09/1991,27/09/1991,49,Money Bill,NA,NA,NA,NA
76,1991,"The Code of Criminal Procedure (Amendment) Bill, 1991",HOME AFFAIRS,25/07/1991,NA,NA,NA,,Ordinary Bill,NA,NA,NA,NA
77,1991,"The Delhi Municipal Laws (Amendment) Bill, 1991",HOME AFFAIRS,29/07/1991,06/08/1991,07/08/1991,16/08/1991,32,Ordinary Bill,Passed,NA,NA,NA
78,1991,"The Terrorist and Disruptive Activities (Prevention) Amendment Bill, 1991",HOME AFFAIRS,29/07/1991,NA,NA,NA,,Ordinary Bill,Withdrawn,NA,NA,NA
79,1991,"The Jammu and Kashmir Criminal Law Amendment (Second Amendment) Bill, 1991",HOME AFFAIRS,29/07/1991,06/08/1991,07/08/1991,16/08/1991,33,Ordinary Bill,Passed,NA,NA,NA
